,0
2010-03-26,0.8823595320652056
2010-03-29,0.5858810331686239
2010-03-30,0.4700068106168824
2010-03-31,0.7496818784028758
2010-04-01,0.8404873378347121
2010-04-02,0.6475038322169948
2010-04-05,0.26210803444852837
2010-04-06,0.16702183416122232
2010-04-07,0.5975586435155615
2010-04-08,0.5832297402326581
2010-04-09,0.8338949330474997
2010-04-12,0.8365868304048651
2010-04-13,0.7297456728154941
2010-04-14,0.5502201741670117
2010-04-15,0.5823894746321869
2010-04-16,0.949206721069961
2010-04-19,1.0781460935041989
2010-04-20,1.0155339637895229
2010-04-21,1.055452108961886
2010-04-22,0.4716824449899668
2010-04-23,1.1767475450536757
2010-04-26,0.8904559069716464
2010-04-27,1.3363234778338764
2010-04-28,1.435753593459788
2010-04-30,1.8636499699103704
2010-05-06,3.3199512010028
2010-05-07,3.994919917696837
2010-05-10,3.311511220703872
2010-05-11,1.2715366614913224
2010-05-12,2.9048753650864745
2010-05-13,3.06086651561985
2010-05-14,2.902143002059381
2010-05-17,2.365958981454546
2010-05-18,2.362304353671192
2010-05-19,2.4499328145827257
2010-05-20,4.067595302272491
2010-05-21,3.3312495740767485
2010-05-24,2.3087663333422466
2010-05-25,2.633261285929762
2010-05-26,2.4323720258510857
2010-05-27,3.7519057670355753
2010-05-28,2.989292661790387
2010-05-31,2.032414075878161
2010-06-01,2.3769136756167017
2010-06-02,2.32599292486881
2010-06-03,3.3806526467754887
2010-06-04,3.505486976491911
2010-06-07,1.828219447825568
2010-06-08,1.3250628943246539
2010-06-09,2.133958111440936
2010-06-10,3.0777778630480097
2010-06-11,1.9328058498100378
2010-06-14,1.8273870379318047
2010-06-15,2.0287633048025846
2010-06-16,2.4466439297057607
2010-06-17,2.6857114025420534
2010-06-18,1.9450879366000307
2010-06-21,1.1677122460334708
2010-06-22,1.7587198214590827
2010-06-23,2.075758950577904
2010-06-24,1.845910018116425
2010-06-25,1.2707744563667212
2010-06-28,1.2066760148475013
2010-06-29,2.690320300079156
2010-06-30,1.6441162928929092
2010-07-01,2.264492228862272
2010-07-02,1.7946619176378678
2010-07-05,1.918121501630381
2010-07-06,2.6836444013460423
2010-07-07,2.171632850222707
2010-07-08,2.4608573437219787
2010-07-09,1.1541563276679143
2010-07-12,1.3936527767143008
2010-07-13,2.0991173935057175
2010-07-14,1.5600212127799833
2010-07-15,1.1798891114560994
2010-07-16,2.5820859315523874
2010-07-20,2.179690178405609
2010-07-21,1.3157001934666384
2010-07-22,2.251440344990915
2010-07-23,1.4630441896339044
2010-07-26,1.7468699902144866
2010-07-27,2.340003930633426
2010-07-28,1.5517794975554062
2010-07-29,1.238403918349582
2010-07-30,1.733060220494488
2010-08-02,1.9353220036254444
2010-08-03,2.2938043516790567
2010-08-04,1.5299143181981945
2010-08-05,1.7334389554106346
2010-08-06,1.6318983510700278
2010-08-09,1.0713837719873496
2010-08-10,1.8548117957585264
2010-08-11,2.0914032660175224
2010-08-12,2.982094490104488
2010-08-13,1.643303207830309
2010-08-16,2.3823966919337973
2010-08-17,1.8043856717348634
2010-08-18,1.0601363323309707
2010-08-19,2.0287854236193423
2010-08-20,1.7072038539628904
2010-08-23,1.7303761799860125
2010-08-24,1.5375550631421429
2010-08-25,2.4082646080411605
2010-08-26,2.380679733759692
2010-08-27,1.9280895235093847
2010-08-30,1.6509439080060089
2010-08-31,1.8966674996785975
2010-09-01,1.8793996831828284
2010-09-02,1.9259734815756664
2010-09-03,1.339971112385036
2010-09-06,1.345067891854863
2010-09-07,2.0790606251944173
2010-09-08,1.9442075180717242
2010-09-09,1.2955672810622105
2010-09-10,2.0646877206306433
2010-09-13,1.7944790251319551
2010-09-14,1.9671631858960166
2010-09-15,1.5084958100624055
2010-09-16,1.4669854879652906
2010-09-17,1.915030150135627
2010-09-21,1.6275648850918947
2010-09-22,2.4738876862859085
2010-09-24,1.5400568646665163
2010-09-27,0.8074193251673125
2010-09-28,1.1122515354094977
2010-09-29,0.9791965094211386
2010-09-30,1.6920287574675896
2010-10-01,0.7224409697291981
2010-10-04,1.853942222027699
2010-10-05,1.884300586112092
2010-10-06,1.1858925905610835
2010-10-07,1.4408863000973722
2010-10-08,1.6289148381483525
2010-10-12,1.8750000089321914
2010-10-13,1.492765765909806
2010-10-14,1.9867635361877605
2010-10-15,1.7565982600514272
2010-10-18,1.057004572309766
2010-10-19,1.7909221808562559
2010-10-20,1.881145860452697
2010-10-21,0.9316338188085637
