,0,1,2,3,4
2010-03-26,0.7298595709712259,0.6037729534675311,0.8083646495007318,0.7523579787896646,0.8465327301929696
2010-03-29,1.120167188327552,0.5355259304040757,1.0547024952284407,0.44482009752105706,0.9489476778994901
2010-03-30,0.85923641081409,0.5380885400801536,0.8479664986275738,0.28415438474843757,0.8442321575913279
2010-03-31,0.48161655454385893,0.5341025004228681,0.45734125165154127,0.6966984058544936,0.4719104728105631
2010-04-01,0.42507540495874013,0.29295142223857534,0.6606422724674448,0.4718906902079188,0.31968417217205486
2010-04-02,0.5810726319681063,0.48394763478841873,0.36057154198010627,0.4570158730097422,0.4011106832185961
2010-04-05,0.4849870539859998,0.7045545774515056,0.601155212792495,0.4998255562301554,0.2297612976642504
2010-04-06,0.4246269543819334,0.5672192295690182,0.10863549665648786,0.4257532946176717,0.6716079192762149
2010-04-07,0.5039358070760664,-0.1985873399347583,0.61944808461707,0.6356493368715713,0.6922823972415968
2010-04-08,0.5342370100010945,0.45065618682743824,0.7490557376848297,0.5623813598350319,0.20857747482456362
2010-04-09,0.6848803343837997,0.6084136913888543,0.6572827837536114,0.5369916905212269,0.4656056561387827
2010-04-12,0.4122093529884209,0.5358618173219291,0.6007938361003173,0.3219004817827514,0.35673710264109293
2010-04-13,0.44942524905332815,0.7664250883783661,0.5280152770358082,0.44083753930808456,0.45900296868738844
2010-04-14,0.7677548162717545,0.5164657374818395,0.6386726786359197,0.8610028249632407,0.8097506606307171
2010-04-15,0.34473356195802035,0.3116034852743702,0.23711630467627215,0.37809562555854925,0.5122636074497995
2010-04-16,1.686927521152777,2.3214965842411015,2.362212657241274,1.8839754406191778,1.5119820866955855
2010-04-19,0.32034284143367653,0.3646379248008148,0.38484401995290457,0.3618592059217791,0.3614230034924881
2010-04-20,1.1424949032295473,0.8997786492474719,0.9380229824864409,0.9220820975509664,0.9113567367151935
2010-04-21,0.6749375240403448,0.720273847834974,0.8487471327307503,1.004087147414947,0.6452401097507179
2010-04-22,0.36038845922473894,0.6080882708975929,0.6766110987822613,-0.10742831844234646,0.987950441963057
2010-04-23,0.7742608750646511,0.6811072073716671,1.0481996322792668,0.6084734782622263,1.1327268429056303
