,model
2010-03-26,0.8037433346596174
2010-03-29,0.9274614767950222
2010-03-30,0.8226221132823409
2010-03-31,0.7348104744376516
2010-04-01,0.6236194879242951
2010-04-02,1.187889080942583
2010-04-05,0.722788277768615
2010-04-06,0.6783409986367939
2010-04-07,0.7432436568351873
2010-04-08,0.6006189584372885
2010-04-09,0.9194993355451015
2010-04-12,0.7768097024830727
2010-04-13,0.790787746173536
2010-04-14,0.8593352276728206
2010-04-15,0.647953955670459
2010-04-16,2.3277531426289597
2010-04-19,0.3957204871210503
2010-04-20,0.9467125635078135
2010-04-21,1.0283394443287315
2010-04-22,0.7048467135866574
2010-04-23,1.1326684143251984
2010-04-26,0.8122672362426225
2010-04-27,3.0789949387914364
2010-04-28,1.3869828411769534
2010-04-30,2.0500358795744136
2010-05-06,3.210699552564023
2010-05-07,2.3770595857803256
2010-05-10,1.9614290576719355
2010-05-11,1.0753328899638368
2010-05-12,1.663302303388303
2010-05-13,1.7827235079060426
2010-05-14,1.5920118822713727
2010-05-17,1.2254268177097196
2010-05-18,2.053309132506561
2010-05-19,1.3529869276171174
2010-05-20,4.567019420670221
2010-05-21,0.8027291821794901
2010-05-24,2.2202984868551696
2010-05-25,1.350906012730377
2010-05-26,1.7409657301885029
2010-05-27,2.82363073262733
2010-05-28,0.9526843043578516
2010-05-31,1.18453923965314
2010-06-01,1.7196037712501977
2010-06-02,2.02938804460541
2010-06-03,0.7123853982411014
2010-06-04,3.7879542159762307
2010-06-07,1.042907587033166
2010-06-08,1.402106702830003
2010-06-09,1.5521378445408094
2010-06-10,2.417281009610661
2010-06-11,1.5150157581261996
2010-06-14,1.027393732592297
2010-06-15,1.6132359730893309
2010-06-16,1.1602810000263841
2010-06-17,0.750805858801371
2010-06-18,1.1103990486891
2010-06-21,1.0590628890137086
2010-06-22,1.5431574109591741
2010-06-23,1.0373791915403245
2010-06-24,1.4124181704627492
2010-06-25,1.1129994483663537
2010-06-28,0.7891320790076954
2010-06-29,2.5121798244395244
2010-06-30,1.5382290960282632
2010-07-01,0.45631998169774335
2010-07-02,0.9646192937109728
2010-07-05,1.2484204608533245
2010-07-06,0.7499668672324398
2010-07-07,3.2413630857341316
2010-07-08,1.3265789538804653
2010-07-09,1.3420038454922292
2010-07-12,0.7054298718106974
2010-07-13,2.34980563127216
2010-07-14,0.8122264543954694
2010-07-15,0.992997323490564
2010-07-16,1.9308345247834164
2010-07-20,1.2882354284814754
2010-07-21,1.304078863246402
2010-07-22,2.457301775802709
2010-07-23,1.0834335009797913
2010-07-26,0.590310739892621
2010-07-27,1.613187269535369
2010-07-28,1.5159616933495061
2010-07-29,0.772138598253036
2010-07-30,0.4937918458727458
2010-08-02,2.109180484100317
2010-08-03,0.8922360159235567
2010-08-04,1.8989035901568423
2010-08-05,0.7456743769031826
2010-08-06,1.049601118785759
2010-08-09,0.5208960693858242
2010-08-10,1.541778940311479
2010-08-11,3.158339736641754
2010-08-12,0.8196718111624759
2010-08-13,1.4832667501313153
2010-08-16,1.0938645553775255
2010-08-17,1.6589957253600842
2010-08-18,0.6108515209771406
2010-08-19,1.7016976545123494
2010-08-20,0.915862848042368
2010-08-23,1.2899193436068301
2010-08-24,1.4720589347758615
2010-08-25,1.1365207875381405
2010-08-26,1.1523320792827254
2010-08-27,2.336912846519009
2010-08-30,1.9594923968905475
2010-08-31,1.2137236898794976
2010-09-01,2.5109776998351903
2010-09-02,0.8750312301837698
2010-09-03,1.1282150741988368
2010-09-06,0.9110265937793389
2010-09-07,1.7921068570625347
2010-09-08,1.1081808889064373
2010-09-09,1.0645858878330146
2010-09-10,1.0082653549778835
2010-09-13,0.9471294473241981
2010-09-14,1.8883595642050177
2010-09-15,1.18464404448585
2010-09-16,1.180504321976415
2010-09-17,1.11766194588209
2010-09-21,0.9078566569378544
2010-09-22,1.627951704268355
2010-09-24,1.008298801150548
2010-09-27,1.0183712835314374
2010-09-28,0.9740143345436115
2010-09-29,0.8708270423578588
2010-09-30,0.9513124042421242
2010-10-01,1.0380686674426272
2010-10-04,1.7035503312719846
2010-10-05,1.114471159477246
2010-10-06,1.0449915500475666
2010-10-07,1.1503477648694513
2010-10-08,1.0235130923085405
2010-10-12,0.8985062912665048
2010-10-13,1.3494953763978748
2010-10-14,0.9611392765393684
2010-10-15,0.2555668506682215
2010-10-18,1.0792354942187319
2010-10-19,1.6512561307426497
2010-10-20,1.7508736279017763
2010-10-21,0.8977199618647608
2010-10-22,0.01370017013325775
2010-10-25,0.5389195470473567
2010-10-26,0.8776669445305603
2010-10-27,0.8971800075047797
2010-10-28,0.7052722025891647
2010-10-29,0.9841335019885199
2010-11-01,1.2303716857746858
2010-11-02,1.8177699862132484
2010-11-04,2.3045763899957663
2010-11-05,1.2214387915848766
2010-11-08,1.083632145938199
2010-11-09,1.043674021635637
2010-11-10,0.5444535564660664
2010-11-11,0.6446646208991115
2010-11-12,0.705566525525691
2010-11-15,0.9477155269202244
2010-11-16,1.1423991759951644
2010-11-17,1.2612505997014054
2010-11-18,1.077155831771412
2010-11-19,0.9043020789758544
2010-11-22,2.943306926145862
2010-11-24,0.8846323884684973
2010-11-25,0.47171828433676743
2010-11-26,0.4296958162214063
2010-11-29,1.33827813281908
2010-11-30,0.4164563447621379
2010-12-01,1.531065956776183
2010-12-02,1.2071165421161367
2010-12-03,0.24869086677562402
2010-12-06,0.13258969918745978
2010-12-07,0.727766298749601
2010-12-08,0.5867692952844615
2010-12-09,0.938604689589073
2010-12-10,1.0334565299841543
2010-12-13,0.058299266883992895
