,0,1,2,3,4
2010-03-29,0.5340823144270905,0.4972278354395027,0.537206043778532,0.511504496687639,0.47801871268229673
2010-03-30,0.5350821650009561,0.5699573699490307,0.5479008057319878,0.5641530109445458,0.5487201377855162
2010-03-31,0.5106924223335974,0.48557224542376415,0.6057975288165575,0.5292572104519925,0.5626468416508856
2010-04-01,0.4888623387822478,0.4966654059364134,0.4677032136061828,0.4648609157788866,0.4597210177143482
2010-04-02,0.44172635214112177,0.5162706167251623,0.49060466477974995,0.4850767821073899,0.5123985430302894
2010-04-05,0.4704064111914049,0.47983972485310383,0.5392512123961504,0.474819657348925,0.49991815601725387
2010-04-06,0.4787078072701785,0.4724135216754002,0.45369615881555514,0.47879055423242356,0.475006259825747
2010-04-07,0.49386528121952383,0.40979826753627646,0.4359077460343166,0.42208793053684535,0.45736756955281965
2010-04-08,0.44846046462184685,0.4139061181052205,0.3587882082626118,0.5294846296135238,0.5013766762843332
2010-04-09,0.41485247548444826,0.37720322196638145,0.39953816516866614,0.4839878603498379,0.3936319184546243
2010-04-12,0.6340503861503812,0.6646922524373431,0.6679084136043505,0.6794717762880919,0.7065061469718956
2010-04-13,0.4375059752883205,0.4561124013258654,0.4032896427587113,0.3961297346858651,0.46270661131629376
2010-04-14,0.45511204284294215,0.501548334096674,0.4260073844685837,0.538192738484121,0.4219974241082283
2010-04-15,0.4067097407801555,0.5074519841801255,0.39242008812906015,0.3737206342550023,0.3715318554974546
2010-04-16,0.438361347472997,0.46953308242314146,0.5096128553988581,0.4986135398232646,0.514566843301444
2010-04-19,0.8403351895280964,0.8004054471874842,0.815185895138116,0.8292121435901953,1.2153399252117836
2010-04-20,1.4649495814097422,0.6539758761115456,0.6541592759828052,0.6572448983782047,0.6548735702182366
2010-04-21,1.4289778068071222,1.4568868288314487,1.430732777586863,1.4351467462574554,1.4398840413503453
2010-04-22,0.7291024200169349,0.7187550515389676,0.7247368586182044,0.7399947118236688,0.7248804219881059
2010-04-23,0.7542811002496562,0.7857210167325783,0.7934942910476607,0.7899551863285336,0.798352775983295
2010-04-26,0.5773605536308228,0.5942443425683213,0.5760167556740894,0.613380770146137,0.6056598554375499
2010-04-27,0.7391681052316352,0.649290870855289,0.7028572316021728,0.6979510542200626,0.6773102724527241
2010-04-28,1.1139402395489304,1.0819497779414473,1.0823397444780738,1.11931236099916,1.080585754020385
2010-04-30,1.3010310257183986,1.014340114348018,0.8339487011713571,1.3671278568493288,1.0056598218839432
2010-05-06,2.2617196845094925,2.2612914704167886,2.259427765899686,2.257309809265039,2.261293903451407
2010-05-07,3.209533407787226,3.2099442994996976,3.2078491111466003,3.2090686089987748,3.2096807537949057
2010-05-10,2.511102596907686,1.8891315827893758,2.095669274656175,2.223577209094394,2.5679872621581925
2010-05-11,1.6233928762158585,1.5739044594143832,1.5104432446374754,1.6381568943722793,1.607529965782669
2010-05-12,1.641075615163214,1.3973566955514432,1.3736978736193972,1.5524991271137427,1.338996792918532
2010-05-13,1.772120616543535,1.5134561833069577,1.648920157730755,1.6442700775010302,1.6833976899405136
2010-05-14,1.4410819939202881,1.49222325315508,1.4236367349686934,1.4459842158604062,1.3697884213077016
2010-05-17,1.768738061432092,1.8127313036081147,1.7861665645945621,1.7773343785448987,1.7838815842687565
2010-05-18,1.7652910551157774,1.689559313342008,1.7089336654252867,1.748286918468145,1.7138468245469505
2010-05-19,1.6840760183189072,1.7746550938370687,1.8203708197342814,1.8224642753611278,1.8062974529287907
2010-05-20,1.2356865298702027,1.4411032195881703,1.3102972909130797,1.4946436047976703,1.4822006827228258
2010-05-21,2.393873454730895,2.3067130928213766,2.2966020166023657,2.3466170641316375,2.320736540234466
2010-05-24,2.0924599043894805,1.6343509965110958,1.7052864646084298,1.506441464611025,1.5569961902068619
2010-05-25,1.5211624439152998,1.3953277291748205,1.2947197318853785,1.5023433026119213,1.368749755625457
2010-05-26,1.1661593128313672,1.652514933354319,1.633995760979975,1.6277045285906049,1.6338865546818953
2010-05-27,1.7051370542599693,1.7624122539345062,1.6758810013529608,1.732852345673134,1.6795441464583443
2010-05-28,1.8843730339061378,1.8927412775759649,1.824204273802797,1.8651994405368004,1.8972767374697748
2010-05-31,2.0524140462773524,2.026350298670433,2.0028856111043316,2.0400941904192065,2.030225543880993
2010-06-01,1.1971529733167008,1.3692049887977835,1.4135756032740319,1.5404886487218439,1.2496719909653964
2010-06-02,1.54431964607427,1.6072877243823676,1.595042558346132,1.6022298886813275,1.667225071051909
2010-06-03,1.8805029317763924,1.8405384007536412,1.9427738174883875,1.8688408238314835,1.894937608673739
2010-06-04,1.7578195770705212,1.764252178650891,1.7498570207936268,1.759217269328329,1.7492135819025645
2010-06-07,2.03422718759056,2.1426477618511397,2.5764569217531315,1.9576173538813433,2.0901559071738385
2010-06-08,1.5254265098514788,1.6503539025850513,1.380277678581764,1.3031682993795566,1.4435704431981764
2010-06-09,2.242118031094958,2.276897141958492,1.844449073089633,1.5561253217413027,1.5021414212287452
2010-06-10,1.172939826942053,1.2153174502604005,1.690780002164243,1.2246591650625216,1.2043936023177653
2010-06-11,1.261289397681611,0.006547504781768521,1.1483652471780361,1.178358629843901,-0.19907288678800533
2010-06-14,1.0110876177579757,1.4746513588465966,0.5975549191053926,1.1856575778210425,1.072501226905994
2010-06-15,1.1710353696980105,1.126859714477121,1.2261525026750877,1.0038367380693807,0.4009927472001699
2010-06-16,1.2224948726988087,1.3646110741418487,1.0521288626491383,1.2515000552952127,1.6824978362546312
2010-06-17,1.6620199393377844,1.9070214664035876,2.0966610103097842,2.0918465699978452,1.7459470645358401
2010-06-18,1.0783776308237325,1.076669649460973,1.0458345843877157,1.0753908263386902,0.8536763226802311
2010-06-21,1.0296298666237866,1.0970907585690326,0.9933430127087565,1.1032836687892391,1.0105203799001248
2010-06-22,0.9981121912114175,1.0330891007120249,1.0232442719774175,1.003574601753547,1.0684043424304381
2010-06-23,1.0605977998476828,1.0009475714986789,1.0977725672639185,1.0499859887210512,1.0409303306490525
2010-06-24,1.0798917664066294,1.0862553756879028,1.0590295522324933,1.0420862521593979,1.057585039230207
2010-06-25,1.6108434720319882,1.5417558319512001,1.5369074617172893,1.5647894073179711,1.6108914541035784
2010-06-28,1.0298968585125852,1.1035534546087962,1.037463151885797,1.0312760873630669,1.008358334800105
2010-06-29,0.9264429244620681,0.9220463734638997,1.007475532191551,0.9298904806149594,0.9186148631175712
2010-06-30,1.1599825576117238,1.3173002307136272,0.9398007743158083,0.9338056800588382,0.9348576107640111
2010-07-01,0.620416260702625,1.3215163494550697,1.164416007471041,1.1593712951028181,1.187697550901503
2010-07-02,0.9730415861439107,1.1688316311621478,0.46335274666743975,0.9408256161289468,0.7377932746849531
2010-07-05,1.0682219139347138,1.0808664515837363,1.332819384642693,1.049840238435909,1.0494735709958347
2010-07-06,1.0736198511270185,1.0607170508286758,1.1440956861461278,1.1106767806179245,1.0397135548286924
2010-07-07,0.7887051836080488,0.7981725556123944,0.9245009590679191,0.792692936052988,0.8148584982668162
2010-07-08,1.0225083148847225,0.9197735275417673,1.5227373333460827,1.1992890381239978,1.3748869624879971
2010-07-09,1.4092136142722642,0.9931995247453592,1.2261817205156325,0.8727155962832636,1.1826847363869717
2010-07-12,1.3144277309719774,0.921608391952339,1.3378920274801387,0.5587340858940804,1.2010548585407272
2010-07-13,1.0069614232289419,1.059523377155588,1.0627885458443274,1.113208320817939,1.0165879553249764
2010-07-14,0.9109781778931773,1.0164414913487005,1.0061873618400854,0.8791562411079314,0.8967016877667712
2010-07-15,0.9772057783101876,0.9737617323521891,0.24445673516582278,0.8975370162865468,0.6334387765891043
2010-07-16,1.0590942614139216,1.0379023934755922,1.0372341814234827,0.790040797757864,1.1198504987631996
2010-07-20,1.1864434384477818,1.243543339125901,1.18808543471801,1.1767618958823085,1.1959005055737808
2010-07-21,1.3602772712811138,1.3247954349685354,1.430191494207839,1.367641280876712,1.3644168829415113
2010-07-22,1.1389601546768884,1.1256631166057414,1.1484472781072554,1.218386943809049,1.150716436336043
2010-07-23,1.2525175841973692,1.2497687864680955,1.252713201482378,1.21763782462344,1.2535695261279782
2010-07-26,1.3633639323466311,1.3389674265164184,1.3660950381554458,1.3781503227358798,1.2974578730294957
2010-07-27,0.7848613039377855,1.19374639296349,0.6282737000037996,1.2362937325021872,1.1278925108838218
2010-07-28,1.1638412053991039,1.2199909434397478,1.1809611517873668,1.2553194790783149,1.2054817271450506
2010-07-29,1.2350517485685968,1.235413748299186,1.3112764910635217,1.241645570729485,1.1519704185814978
2010-07-30,0.9999764641419031,1.088282647790363,0.917218886151052,1.0493816314163833,1.2108327220535782
2010-08-02,0.9041257773957474,0.9624789277547462,0.9110467997471311,0.9763940734313877,0.9297134958191401
2010-08-03,1.007953889187379,1.0031900267676808,0.8256104964076495,0.8396265145967003,1.0148494616312942
2010-08-04,1.0821477739428584,0.9854402730342696,1.0912931160639396,1.137633513623265,1.0228941111001235
2010-08-05,2.026285162034491,2.0468046022166684,1.9955444356762413,2.0703774034249127,1.9626257874672288
2010-08-06,1.2196570183096642,1.2431386622806504,1.206417475207129,1.1979432000544095,1.3145221507217175
2010-08-09,1.0782561622270497,1.0026729291047496,1.3497342626683329,0.8801914992572257,1.36482776466187
2010-08-10,1.0995517002570787,1.0652158334933461,1.0576439360689354,1.1384302736592378,1.1047442903071811
2010-08-11,1.5487271997911087,1.7831092269448872,1.2135774132933324,1.0893086168168475,1.3358706882812483
2010-08-12,1.4380667855795195,1.4819492352466432,1.1476734282143362,1.097034122666805,1.109932603886142
2010-08-13,0.9820095839937437,0.11098559427811358,0.9254262923657636,0.9870940906289676,1.0372908387043092
2010-08-16,1.229103014890052,1.050716871228192,0.9896714559607237,0.8912613462048908,1.2505072555846897
2010-08-17,1.3880452318292167,1.3906762406416477,1.3640999126577402,1.415070756709727,1.3559146397242312
2010-08-18,1.3849049819207846,1.352797118304715,1.3354859679951008,1.4572627858692566,1.3297522179034966
2010-08-19,1.12161152741234,1.1296349208143983,1.1173188087729828,0.8012111605371712,1.1463062790487808
2010-08-20,1.1113750726945484,1.094624629072323,1.2862748282382093,1.1269317870096862,1.1976572662952243
2010-08-23,1.1653110017013808,1.1855469345730933,1.177720130163572,1.1853804516575437,1.1099657982921345
2010-08-24,1.252527356518255,1.1279572568294978,1.1992043043527143,1.1726003845538193,1.1712543057869766
2010-08-25,1.1483471932846285,1.0542501131242488,1.1688185290531994,1.1997489713085772,1.1476016713132888
2010-08-26,1.2513120063205065,0.7803618683850964,1.229005118264391,0.7757601759795623,0.9716466507431168
2010-08-27,1.2267887294411404,1.2281034397792476,1.213923035630764,1.2500763754803113,1.2689825769477607
2010-08-30,1.332625858700869,1.3270960354749393,1.3297356489785555,1.3207956288765137,1.3681395194939827
2010-08-31,2.029266023028809,1.9778448482189894,1.9787443270696294,2.015379230192796,1.9453165979988536
2010-09-01,2.0517792045410825,1.9669577971330545,1.982425217263962,1.9373647727450478,1.9992982477584615
2010-09-02,2.0644960179631484,2.0314685402168062,1.994715891947064,2.02994146328875,2.0461841787169157
2010-09-03,1.0892101787835216,0.9860819255667821,1.2331174852055748,1.2871965177413696,1.0789916459414794
2010-09-06,1.1614149774056346,1.1451063526980416,1.197175213269069,1.6225081358876254,1.5660927107339522
2010-09-07,1.4211494191909328,1.1816630994919985,0.8919576979777156,1.3046148248457896,1.3376506715064609
2010-09-08,1.1938060016684193,1.1366512801031963,1.188017882753363,1.1847675014102776,1.2640438657620476
2010-09-09,1.1428079842751477,1.2922573475733625,1.42846984843154,1.1593106225026797,1.1371423167046415
2010-09-10,1.257379300960039,1.1627570046115472,1.1388879184989065,1.2375330934815292,1.2852439317437259
2010-09-13,1.2062606552633461,1.059034915553051,1.0858237401744284,1.0727510370449704,1.0974176374271856
2010-09-14,1.1157925377412747,1.1453629847126865,1.0420710275668206,1.06592157278401,1.0515984903186641
2010-09-15,0.9899503413211471,0.9760425187502374,0.9934824153160238,0.976553207155866,1.0028907805686194
2010-09-16,1.1351301538866012,1.238960779944364,1.137204949068911,1.1254658055243736,1.1583250226556723
2010-09-17,1.1549552189241101,1.1513506472562252,1.1764860403995245,1.0847422847977346,1.1569088581246911
2010-09-21,1.0692640227871117,1.0827508030201725,1.0894860043217094,1.0714932724827098,1.1053989369060278
2010-09-22,1.0935396489151206,1.063756404911301,1.0777579011190235,1.2396405374114692,1.0756190222504818
2010-09-24,1.0643946497229884,1.0856250721059637,1.08636244005566,0.7270135258425329,1.0272552917265343
2010-09-27,1.0422989075864273,1.080428556859554,1.0305377894799588,0.9735331545924993,1.1093206684730657
2010-09-28,1.2641339353813248,1.1990935875505693,1.058365968486965,1.186429997388399,1.076403883781746
2010-09-29,0.9325342715422479,1.0797997099645986,1.09184036376695,1.0678668287907793,1.0671367108113718
2010-09-30,1.172352497492217,1.0460152853965308,1.0532347415544987,1.0314106591971746,1.0562241327935726
2010-10-01,1.0923258774561833,0.8932148259117946,0.8979703900094289,0.8748762993396416,0.6791867865611279
2010-10-04,0.8484347639823066,0.9829122274372915,0.8463754477308943,0.8381501834027018,0.8931388475501099
2010-10-05,0.8666643964497034,0.8877977237313102,0.847127241923505,0.7433652348876871,0.8875139596859045
