,model
2010-03-26,1.0339207480789487
2010-03-29,1.3284269007188156
2010-03-30,0.9045611747104354
2010-03-31,1.3092520363228464
2010-04-01,1.104151459923313
2010-04-02,0.4843882359239688
2010-04-05,0.9731706636648711
2010-04-06,-0.3412905226799894
2010-04-07,0.769153912353159
2010-04-08,0.2409288396566509
2010-04-09,0.8199679205275504
2010-04-12,0.3861978447162717
2010-04-13,1.21536674495964
2010-04-14,1.0827004087462437
2010-04-15,1.0086974959205883
2010-04-16,1.2937427875775116
2010-04-19,1.222832197936907
2010-04-20,1.0844504460919686
2010-04-21,0.6383810169039618
2010-04-22,0.7632396449947461
2010-04-23,0.8203113958612822
2010-04-26,1.1325269017781383
2010-04-27,1.4818014337451022
2010-04-28,1.2777743054561501
2010-04-30,1.2534428938889697
2010-05-06,2.8279885606097435
2010-05-07,1.2515998148958378
2010-05-10,1.1946199831902593
2010-05-11,2.482827384325195
2010-05-12,1.334521003642902
2010-05-13,1.7694014687186062
2010-05-14,1.5887593863518312
2010-05-17,1.570306665184194
2010-05-18,1.6571362498852622
2010-05-19,2.3437881874890887
2010-05-20,2.704822076703366
2010-05-21,2.680249296591837
2010-05-24,2.3493937202728334
2010-05-25,1.0111920482184564
2010-05-26,1.2617757489840478
2010-05-27,1.6636425865786033
2010-05-28,0.6462040536096079
2010-05-31,1.3581608155725766
2010-06-01,2.742821844461653
2010-06-02,2.0314391404739998
2010-06-03,1.7315667794182348
2010-06-04,2.066757934634905
2010-06-07,0.7400317902062548
2010-06-08,2.9717428822368124
2010-06-09,0.19321206317381567
2010-06-10,1.6346539245596032
2010-06-11,0.8837766957811123
2010-06-14,3.1330763754336433
2010-06-15,1.505903126435428
2010-06-16,0.9421661914871204
2010-06-17,2.1954386672761443
2010-06-18,1.1958043023389349
2010-06-21,2.214917173907369
2010-06-22,1.524736316581444
2010-06-23,1.0633238662879088
2010-06-24,3.1775190241511195
2010-06-25,0.8226109928444248
2010-06-28,0.9153825204727359
2010-06-29,2.607024874675308
2010-06-30,0.7990153986910203
2010-07-01,0.693902083615767
2010-07-02,0.8484737146675093
2010-07-05,1.0036597125496753
2010-07-06,2.7378751085433923
2010-07-07,1.184333896395169
2010-07-08,0.7783945371372485
2010-07-09,0.8452322249238255
2010-07-12,1.5708464704617158
2010-07-13,2.4734907969784983
2010-07-14,2.1183576527830543
2010-07-15,0.039098196924126416
2010-07-16,1.662677842749524
2010-07-20,1.4544945194728516
2010-07-21,3.132669259691667
2010-07-22,1.6506965425819724
2010-07-23,1.032074195033696
2010-07-26,1.5812601395114911
2010-07-27,1.2771945776043614
2010-07-28,2.0516770600941294
2010-07-29,2.181805493978031
2010-07-30,1.8270679673470138
2010-08-02,1.2837282410183959
2010-08-03,2.4618650420414707
2010-08-04,1.2045646311133977
2010-08-05,3.3407086873880583
2010-08-06,0.7395362163808334
2010-08-09,0.5735213373586465
2010-08-10,1.5891913569454081
2010-08-11,2.1295012177094392
2010-08-12,1.1640431465023922
2010-08-13,1.1264305390915472
2010-08-16,1.0302715996062297
2010-08-17,1.2677893018520296
2010-08-18,3.0702126550399482
2010-08-19,1.3835133985335415
2010-08-20,1.0405399198796235
2010-08-23,2.0003779469718497
2010-08-24,1.1387261910620432
2010-08-25,0.013589682248778434
2010-08-26,2.198249228968908
2010-08-27,1.626570537542467
2010-08-30,1.9065397889821871
2010-08-31,0.9156642026381399
2010-09-01,2.3308571678509558
2010-09-02,1.4418659888621295
2010-09-03,1.835024179941186
2010-09-06,0.8074455063878287
2010-09-07,2.314063035656863
2010-09-08,1.037715966039057
2010-09-09,2.954000626650417
2010-09-10,1.5296831826786605
2010-09-13,2.595590093598765
2010-09-14,1.0977587230598531
2010-09-15,1.2049144928204398
2010-09-16,2.380851577274366
