,0,1
2010-03-26,0.6073902133511105,0.6831581287744674
2010-03-29,0.9207418479525218,0.4502825473635038
2010-03-30,0.6326850540752722,0.8525027885647809
2010-03-31,0.8416934675619165,0.6841199402062638
2010-04-01,0.8404873378347121,0.8404873378347121
2010-04-02,0.5804374410296524,0.8402559374793545
2010-04-05,0.36468070159982685,0.794883982868495
2010-04-06,0.28562493566983427,0.6646615894977992
2010-04-07,0.778920992867273,0.778920992867273
2010-04-08,0.9190181410498164,0.9190181410498128
2010-04-09,0.501196001662336,0.8338949330474997
2010-04-12,0.8365868304048651,0.6253996079691052
2010-04-13,0.8649000511038626,0.5813018250612463
2010-04-14,0.887142534878207,0.5106750290601079
2010-04-15,0.4126615938437167,0.8140751015343204
2010-04-16,1.4232818715575366,2.197467293140226
2010-04-19,1.2690861917195857,1.2690861917195861
2010-04-20,1.1735655487150367,1.1735655487150367
2010-04-21,1.209267891055562,1.1190928671951008
2010-04-22,1.0859765717800327,0.6142917168134716
2010-04-23,1.2569125485280912,1.2569125485280912
2010-04-26,0.9970857505009652,1.3917922546105808
2010-04-27,1.35378369525893,0.7364369895629665
2010-04-28,1.9331499293576626,1.2619676285818242
2010-04-30,1.716530792826216,1.7165307928262168
2010-05-06,3.3199512010028,3.3199512010028
2010-05-07,0.7150419941502539,2.6201341130412654
2010-05-10,2.24470904685175,2.4068103615484984
2010-05-11,3.3032697241679516,3.3032697241679516
2010-05-12,3.2926104656974924,3.2667538324498318
2010-05-13,2.3317790851789897,1.8608471692227695
2010-05-14,3.2756821438677783,1.7976310101770776
2010-05-17,1.5119086712237912,1.1589521150246096
2010-05-18,1.961769042071273,3.2836812533476714
2010-05-19,3.7063809485482166,3.7063809485482166
2010-05-20,3.6880710232960845,3.6666759286682162
2010-05-21,2.0878449138147,2.3674154777770253
2010-05-24,2.242432453015721,1.9560190518650862
2010-05-25,3.921256154975186,1.686640654599306
2010-05-26,1.9340259501114736,3.8139852773617524
2010-05-27,3.3161971082284394,2.6018947783682207
2010-05-28,3.6371583081536514,3.6371583081536514
2010-05-31,1.862737017574264,1.0876841335203273
2010-06-01,3.5465328406458765,2.539401803956056
2010-06-02,3.2418269838201947,2.670459935934568
2010-06-03,1.071809626593126,1.3904906409176157
2010-06-04,3.4676840700549203,3.768536996391993
2010-06-07,1.0056258349502394,0.8488385947327473
2010-06-08,3.343454943468083,1.3303543073950648
2010-06-09,1.1778162383380386,0.887062712355762
2010-06-10,2.455225839144202,2.344180795816769
2010-06-11,1.8257093099314765,1.7982001630758582
2010-06-14,0.837340400416293,3.0734365526756697
2010-06-15,1.879432356447825,1.9234342182800246
2010-06-16,0.7750349417637827,1.656502432910429
2010-06-17,2.7810416803287894,1.1804663562115463
2010-06-18,1.9232764078557798,1.1950101075719781
2010-06-21,2.632797027299657,1.1058691841515729
2010-06-22,1.6093756060902424,1.1235007641483827
2010-06-23,1.8118884994825741,0.6135006214307042
2010-06-24,1.1874151575690761,1.0818915255588395
2010-06-25,2.7957527552480563,2.7957527552480563
2010-06-28,1.8033124901311512,1.020077815639496
2010-06-29,2.7149550822329944,1.2966232815522845
2010-06-30,2.9523291093519894,2.057026130858574
2010-07-01,1.2174046502517846,0.649285869428422
2010-07-02,1.762723018750565,0.753695486066599
2010-07-05,2.7147276353480216,1.565905561439726
2010-07-06,1.6202642476360807,2.8941651831978037
2010-07-07,2.5335226654855276,2.5335226654855267
2010-07-08,0.35300019209025396,1.791504599372893
2010-07-09,0.9487952730740706,2.431453668887216
2010-07-12,2.4298341985213945,1.8417532372118706
2010-07-13,1.611023308518583,2.4019712555213
2010-07-14,2.392670170265837,2.392670170265837
2010-07-15,0.981852926663602,2.4898222131502012
2010-07-16,2.5820859315523874,2.4198481413305126
2010-07-20,2.7873307683726676,2.7873307683726676
2010-07-21,1.4965618195914343,1.5718830123636935
2010-07-22,1.7058858952663427,2.181098420655961
2010-07-23,2.434150997342497,1.2462399786910294
2010-07-26,1.7589787298907131,1.6330579004146015
2010-07-27,2.148002523822267,1.3869668648182847
2010-07-28,0.8968111387439341,0.84131197717396
2010-07-29,2.4421580750656258,1.0082028543373378
2010-07-30,2.4533559759887535,2.4533559759887535
2010-08-02,1.4652835773718844,2.182076740514194
2010-08-03,2.2938043516790567,0.7935396840605871
2010-08-04,2.343683278400518,2.343683278400518
2010-08-05,0.905236796962699,0.958089215164988
2010-08-06,1.0813469779673437,1.0621020555605551
2010-08-09,1.540090385607734,2.3008694433908987
2010-08-10,1.5131798027841072,1.4174783703388
2010-08-11,2.0387129955467738,2.5384307188701873
2010-08-12,2.982094490104488,1.3319363135166253
2010-08-13,1.7469146423430661,1.612661401130515
2010-08-16,1.6074103144264007,2.1069127169621327
2010-08-17,1.8266122442648187,1.8635211546185966
2010-08-18,0.6828543815772128,2.849307828192605
2010-08-19,1.8134597766129128,1.3751664300043722
2010-08-20,1.8516365306502132,2.188681078971819
2010-08-23,1.532583421238224,2.7230327313144107
2010-08-24,2.7950519673707386,2.4026575464483546
2010-08-25,1.1893807722922767,2.5117458074778294
2010-08-26,2.458360622755143,2.4560593817290606
2010-08-27,1.6927857679685818,1.7772751512056073
2010-08-30,2.8873883805676916,2.8873883805676916
2010-08-31,0.7792345482009662,3.1067556679055617
2010-09-01,1.2273760198754622,3.0304377299580754
2010-09-02,3.0406107638674955,2.938724537123311
2010-09-03,1.3407261458375184,1.0142173476775416
2010-09-06,2.5396326908963305,1.977642979263579
2010-09-07,1.7079391801916506,2.873378611044707
2010-09-08,2.125910548419285,2.3448117312569945
2010-09-09,0.07679682265250642,1.3701399958709386
2010-09-10,2.895555077484958,2.895555077484958
2010-09-13,2.6990674426386523,2.6990674426386523
2010-09-14,1.598216219690665,2.6222314640829594
2010-09-15,1.651972021677365,1.1326549855600834
2010-09-16,1.388016322508653,1.0786294858691894
2010-09-17,1.4788508285422899,1.2011021777044324
2010-09-21,1.1359927773374188,1.0126689330809677
2010-09-22,2.4738876862859085,1.58576420586571
2010-09-24,1.2106724024502196,2.6362287503643778
2010-09-27,2.535435368202272,2.2744572343181955
2010-09-28,2.0994116216525827,1.3707372860927918
2010-09-29,2.5319410822690087,1.6029562191918654
2010-09-30,1.2179241325606798,1.1395439786489234
2010-10-01,2.4520003854382804,1.2287795303729188
2010-10-04,1.5426581731142455,1.6811370783614015
2010-10-05,1.4331401433724311,2.37771932053807
2010-10-06,0.5374557711566991,2.067923489165297
2010-10-07,2.365271092053499,0.9518598534659564
2010-10-08,2.3593398992307177,1.6252407273748217
2010-10-12,2.0936140735839217,1.3379267253751896
2010-10-13,1.2661673141498953,1.2994493846727608
2010-10-14,1.3507985772625366,0.7717721852746282
2010-10-15,1.8352980406108987,1.1435411746636581
2010-10-18,1.6510880408675765,2.2908221039636403
2010-10-19,1.587851219040986,2.280194284067337
2010-10-20,2.475341749941022,1.6857178223843627
2010-10-21,2.4673127167151967,1.5714598914006088
2010-10-22,1.270178731816304,1.9192116584941
2010-10-25,2.4269086864024985,0.4693860898622597
2010-10-26,1.596230438682027,1.87133654420153
2010-10-27,2.0475240807130692,1.1583972801483378
2010-10-28,2.2623169045741673,2.2623169045741673
2010-10-29,1.3825401639930697,1.736751662889521
2010-11-01,1.3668258852859467,1.289890787987553
2010-11-02,1.7728998906816957,1.708394107423791
2010-11-04,2.249839039349589,1.3184532424208464
2010-11-05,1.5381652919271944,1.1282007752158394
2010-11-08,2.2056764391410564,1.0912461912136084
2010-11-09,2.1870220330223216,1.0036155632713033
2010-11-10,0.5879821418509954,2.1697149094043082
2010-11-11,1.1510979168307758,0.8547127191544872
2010-11-12,2.20073166779594,1.1645166485230418
2010-11-15,0.9238146653448365,2.1234968185771814
2010-11-16,2.2671679473135633,0.9256823544564681
2010-11-17,2.3454206687180283,2.3454206687180283
2010-11-18,1.1263326382343175,2.338132712117412
2010-11-19,1.381179911599724,1.2606224131710162
2010-11-22,2.3075923629307247,2.0110695365878755
2010-11-24,1.339400091746918,0.8403537139412793
2010-11-25,2.406654941708344,1.4591765487446517
2010-11-26,1.0432972298856666,0.6773819319996195
2010-11-29,0.92703777199585,0.9140479715899242
2010-11-30,2.4406207074616546,1.9486815116916913
2010-12-01,2.282411376455819,2.282411376455819
2010-12-02,1.3056915200212833,1.1283218930874621
2010-12-03,1.2732092264590043,1.4685190320022155
2010-12-06,2.223943295457955,2.223943295457955
2010-12-07,1.4329333100846902,1.6890703108110272
2010-12-08,0.4286974363844007,2.205009469369832
2010-12-09,2.1597240517097225,1.4349107827760004
2010-12-10,2.2304117031446293,1.2689461436030016
2010-12-13,2.22959036376971,1.6019582852369223
2010-12-14,1.3389832286663943,0.7423205609105914
2010-12-15,1.294801583535778,2.1932677273962464
2010-12-16,1.450305522922438,2.187276387064741
2010-12-17,1.2196297206817615,0.357717841056758
2010-12-20,2.13166760269809,1.4955569596040243
2010-12-21,1.645204826118015,2.119756104415825
2010-12-22,0.24587506021341596,0.6612981482342111
2010-12-24,2.102330750419584,1.3020994174074856
2010-12-27,1.064073300185039,0.31330462860551933
2010-12-28,1.0147574231595797,1.4533557605866985
2010-12-29,0.18944049194787219,1.286457889221616
