,model
2010-11-04,2.7822014659814793
2010-11-05,1.2472667035982248
2010-11-08,3.0687737216764854
2010-11-09,3.0261695261562114
2010-11-10,3.034733552666636
2010-11-11,0.6578286660455656
2010-11-12,2.786623624787122
2010-11-15,1.0089505996233792
2010-11-16,1.515803650175211
2010-11-17,0.796930723347353
2010-11-18,1.739846579194289
2010-11-19,0.8979304838833363
2010-11-22,2.5569970134880005
2010-11-24,2.8699365247386153
2010-11-25,3.0395256389636938
2010-11-26,1.3786917198649444
2010-11-29,3.0229360273210086
2010-11-30,2.991160020724129
2010-12-01,2.252063609296259
2010-12-02,1.1333159786039784
2010-12-03,0.844574003218318
2010-12-06,2.933231845733228
2010-12-07,2.9079849261603945
2010-12-08,2.8396500177137893
2010-12-09,2.6982176934160473
2010-12-10,0.7270072682729326
2010-12-13,0.6667328741562815
2010-12-14,1.7637591490873423
2010-12-15,1.9566060329174917
2010-12-16,1.040730367941069
2010-12-17,2.584095398014935
2010-12-20,1.900990648967363
2010-12-21,2.116686493485732
2010-12-22,0.547401176819623
2010-12-24,1.3127515901132722
2010-12-27,1.219409202020567
2010-12-28,0.46525248331764096
2010-12-29,1.9983720891702248
