,model
2010-11-05,0.8549661598001825
2010-11-08,1.0072146830706155
2010-11-09,0.9996377701289638
2010-11-10,0.9974922809555589
2010-11-11,0.8821549753432171
2010-11-12,0.7733401946622097
2010-11-15,0.73704819803601
2010-11-16,0.7043886706036425
2010-11-17,0.7274399996435031
2010-11-18,0.8115814854238839
2010-11-19,0.8190852000103195
2010-11-22,0.8030634262970852
2010-11-24,0.8394199241559106
2010-11-25,1.1269331834355838
2010-11-26,1.0934886898463245
2010-11-29,0.966787139670922
2010-11-30,0.9561987435906774
2010-12-01,0.7397990611010142
2010-12-02,0.7009914703239369
2010-12-03,0.9406454066188186
2010-12-06,0.9161169709394081
2010-12-07,0.8750916113860261
2010-12-08,0.746918013632619
2010-12-09,0.670833262771285
2010-12-10,0.5973206980102815
2010-12-13,0.5817261251096163
2010-12-14,0.5618714552556944
2010-12-15,0.5735799145226912
2010-12-16,0.5432587377077934
2010-12-17,0.5179632483520296
2010-12-20,0.5205753997440277
2010-12-21,0.47985784974433443
2010-12-22,0.4624520861304322
2010-12-24,0.45322183902208296
2010-12-27,0.3731276901295008
2010-12-28,0.34859035966810104
2010-12-29,0.29871980490921096
2010-12-30,0.27779745950726653
