,0
2010-11-05,0.95701447860292
2010-11-08,1.061302416758181
2010-11-09,0.9750613896400013
2010-11-10,0.9679018278600797
2010-11-11,0.8761022842227731
2010-11-12,0.7302607672077974
2010-11-15,0.6948867785053575
2010-11-16,0.6941592109206955
2010-11-17,0.9514972566895139
2010-11-18,0.9373822716646527
2010-11-19,0.8493539894260883
2010-11-22,0.8112835375825449
2010-11-24,0.8450945442032911
2010-11-25,1.0104582765650747
2010-11-26,1.0496889908784492
2010-11-29,0.9488304363418633
2010-11-30,0.9107762387550503
2010-12-01,0.7092096416865394
2010-12-02,0.6953182972761649
2010-12-03,0.9126729161220652
2010-12-06,0.960963269183111
2010-12-07,0.8498595234458634
2010-12-08,0.7952408958280734
2010-12-09,0.6350905335181722
2010-12-10,0.5785294398208581
2010-12-13,0.619072089189586
2010-12-14,0.6090310008071561
2010-12-15,0.7876581791339219
2010-12-16,0.5765816210909586
2010-12-17,0.5133431562705906
2010-12-20,0.5873349912322585
2010-12-21,0.4759175432498932
2010-12-22,0.430812478962935
2010-12-24,0.43169720766852615
2010-12-27,0.43959352355894593
2010-12-28,0.35020065057137706
2010-12-29,0.422019472676354
2010-12-30,0.30776731554907627
