,0,1
2010-03-26,1.2886632927683639,0.7398319499863695
2010-03-29,0.7049767633895289,1.1247689082758008
2010-03-30,1.1611867838692689,0.7768377391071779
2010-03-31,0.4415625966662077,1.3468875038991137
2010-04-01,1.3315202182918036,1.3315202182918062
2010-04-02,1.3947755057482045,0.5863268615513881
2010-04-05,1.3908935799515074,1.237142471048978
2010-04-06,0.27821978831656435,1.386516247797713
2010-04-07,0.9645131156050326,1.3648881648723399
2010-04-08,1.206770317668591,1.206770317668591
2010-04-09,1.1864821484079437,1.1264775120406185
2010-04-12,0.8231352827782603,1.134397184278874
2010-04-13,1.0437758129271073,0.6241019937951146
2010-04-14,0.9559992467124283,1.177647743955018
2010-04-15,0.9486206331136335,1.0145163183785686
2010-04-16,1.2937427875775116,1.2937427875775116
2010-04-19,1.222832197936907,1.0980824898703527
2010-04-20,0.9292183886615247,1.1756561920942823
2010-04-21,1.2289265347981995,0.65938629235478
2010-04-22,1.3865962813382016,0.4514581930808148
2010-04-23,1.0106472788432648,1.005250945395099
2010-04-26,1.352148485875381,1.3278452579394835
2010-04-27,2.9171118088537025,2.8189526158688745
2010-04-28,1.0794917778344755,0.8274567345512517
2010-04-30,1.2534428938889697,1.2534428938889697
2010-05-06,2.8279885606097435,4.416171024652551
2010-05-07,0.6829870937512136,1.3146524440156453
2010-05-10,2.748730688797782,2.627518021905921
2010-05-11,1.7241848566091125,2.680563340008745
2010-05-12,1.5625231820553402,2.775859076635956
2010-05-13,1.696084573415977,2.8169580437560247
2010-05-14,3.0173775742445286,3.0173775742445286
2010-05-17,3.0194730868561743,0.7965139241625028
2010-05-18,2.092711983781717,1.5360235841491563
2010-05-19,0.9153958569400907,1.3604501578683674
2010-05-20,2.6354975152269042,2.379611717455089
2010-05-21,2.680249296591837,0.9722767009587284
2010-05-24,2.015272369051611,2.7327508442070405
2010-05-25,1.3098405165366105,2.737880325163392
2010-05-26,1.167538949952112,2.7163998793006336
2010-05-27,2.555280803627472,1.686243158363073
2010-05-28,0.9110864336867891,0.8998976960143559
2010-05-31,3.3631579238199185,3.3631579238199185
2010-06-01,1.4154802915474627,3.328312288790764
2010-06-02,2.5949980079889494,1.88196311791991
2010-06-03,2.7757599955374284,2.588015049489358
2010-06-04,2.1677765336870056,2.052318359239428
2010-06-07,3.1726905598278767,1.5474637345777515
2010-06-08,1.053852731420174,2.046089115656031
2010-06-09,1.0763307502251669,3.109801623408024
2010-06-10,1.320053446115097,2.380977184663896
2010-06-11,1.5643354323388543,1.054893077882951
2010-06-14,3.1330763754336433,1.460089804531316
2010-06-15,3.094728163282518,2.1272145665606663
