date,Daily RV
2009-05-01,1.887890772557892
2009-05-07,1.7179272835454038
2009-05-08,1.9780307385571216
2009-05-11,1.7914603321416345
2009-05-12,1.7390573227343067
2009-05-13,1.7525975071317093
2009-05-14,1.579447206569543
2009-05-15,1.7289084247273399
2009-05-18,1.601937322324788
2009-05-19,1.5407578921541991
2009-05-20,1.8965877900478405
2009-05-21,1.9058231957616334
2009-05-22,1.6156839376446228
2009-05-25,1.7076421743938648
2009-05-26,1.6939457453322657
2009-05-27,1.452876409707118
2009-05-28,1.4858132593880897
2009-05-29,1.6025550463000748
2009-06-01,1.5540807665681209
2009-06-02,1.2563417063190736
2009-06-03,1.5576981535847134
2009-06-04,1.323964930403924
2009-06-05,1.2494487883467447
2009-06-08,1.061691789390687
2009-06-09,1.0916193683103732
2009-06-10,1.0279705832876798
2009-06-11,1.0213400718446783
2009-06-12,0.9427437573072732
2009-06-15,0.8315233200749997
2009-06-16,0.605965380023706
2009-06-17,0.8117274145673999
2009-06-18,0.7796003137996959
2009-06-19,0.6635487096230378
2009-06-22,0.7857182147056854
2009-06-23,0.3904884564209743
2009-06-24,0.8481498535785277
2009-06-25,0.7768051895492951
2009-06-26,0.7839442062270123
2009-06-29,0.8704355407179988
2009-06-30,0.5687345000070365
2009-07-01,0.7189377390531383
2009-07-02,0.8260899453597975
2009-07-03,0.7113693583839387
2009-07-06,1.0850939660246197
2009-07-07,0.9910835230645079
2009-07-08,0.7979172649446516
2009-07-09,0.916209330605241
2009-07-10,0.9863834942299996
2009-07-13,0.8432168579852449
2009-07-14,0.8306602519992287
2009-07-15,1.2865338306832035
2009-07-16,0.9941486839099588
2009-07-17,1.6103889265172515
2009-07-21,1.4364269050904865
2009-07-22,1.553964900265938
2009-07-23,1.4385360213145728
2009-07-24,0.8718266705497699
2009-07-27,1.3170009557494469
2009-07-28,1.2123380003968296
2009-07-29,1.1423774110898652
2009-07-30,0.9988761581821328
2009-07-31,0.7341640192992851
2009-08-03,0.7483923205161392
2009-08-04,0.7574382146374143
2009-08-05,0.9577534042973496
2009-08-06,0.8487270283803099
2009-08-07,0.7017346995380556
2009-08-10,0.6939332210220316
2009-08-11,0.8184576932169843
2009-08-12,0.7571167894373534
2009-08-13,0.9043671451492529
2009-08-14,0.9143032020627571
2009-08-17,0.5028261080736048
2009-08-18,0.5488435341078391
2009-08-19,0.7013094965362703
2009-08-20,0.6196279381331687
2009-08-21,0.6931584814505168
2009-08-24,0.5342421242869617
2009-08-25,0.9295437503432578
2009-08-26,0.9660514677256588
2009-08-27,0.9499099235124145
2009-08-28,1.0219641898420462
2009-08-31,0.5901743222390834
2009-09-01,0.8320132604693669
2009-09-02,0.7216410795632076
2009-09-03,1.1968423336827194
2009-09-04,1.2350892949431338
2009-09-07,0.9865989910459657
2009-09-08,1.0472638372876863
2009-09-09,0.6385882254403904
2009-09-10,0.5619379126881671
2009-09-11,0.6569505103406987
2009-09-14,0.592905494895648
2009-09-15,0.6422378081111858
2009-09-16,0.624456450932775
2009-09-17,0.5758138912434861
2009-09-18,0.7084243044316535
2009-09-24,0.6993356667516294
2009-09-25,0.7204686442959477
2009-09-28,1.1800884881529319
2009-09-29,1.2165301692823374
2009-09-30,1.0557302672850812
2009-10-01,0.9607085151670411
2009-10-02,1.1192710121441152
2009-10-05,0.9586726971123917
2009-10-06,0.9062268259137619
2009-10-07,0.883269198732499
2009-10-08,0.8570797251601513
2009-10-09,0.671811144089555
2009-10-13,0.6947364504722746
2009-10-14,0.6765109443715136
2009-10-15,0.770846430071447
2009-10-16,0.7852033628334012
2009-10-19,0.7894034910443318
2009-10-20,0.8167480933544048
2009-10-21,0.7918904763175943
2009-10-22,0.7426103016582124
2009-10-23,0.7457946392101494
2009-10-26,0.7353979247113939
2009-10-27,0.7385651427923288
2009-10-28,0.683557517120825
2009-10-29,0.6715601823251597
2009-10-30,0.7813843151226756
2009-11-02,1.017957818167794
2009-11-04,0.9123095804391387
2009-11-05,0.7677944169875011
2009-11-06,0.7692715287912777
2009-11-09,0.7181540830120848
2009-11-10,0.7594686238333199
2009-11-11,0.7141371111556081
2009-11-12,0.7317805054809683
2009-11-13,0.715190592715595
2009-11-16,0.6814661334456051
2009-11-17,0.6265231794953945
2009-11-18,0.6643064464055431
2009-11-19,0.7010849798980423
2009-11-20,0.720465744009788
2009-11-24,0.6674726774182239
2009-11-25,0.6905023441640048
2009-11-26,0.8045289031318883
2009-11-27,1.0563233536225893
2009-11-30,1.1559588278577022
2009-12-01,1.6736750946105043
2009-12-02,1.0015123297281103
2009-12-03,1.3478129431226855
2009-12-04,0.960954590822552
2009-12-07,1.2996993839829802
2009-12-08,1.0058852280571915
2009-12-09,1.080437865981569
2009-12-10,0.9292897899089936
2009-12-11,1.1162191867079212
2009-12-14,1.0175490296784477
2009-12-15,0.9197016174267422
2009-12-16,1.2355176580770892
2009-12-17,0.9646816758356773
2009-12-18,0.9994330408242604
2009-12-21,0.8576494222880958
2009-12-22,0.8103935560118549
2009-12-24,0.6618455569315889
2009-12-25,0.581436300099041
2009-12-28,0.48984069325449364
2009-12-29,0.464630832410072
2009-12-30,0.5183945174214439
2010-01-04,0.466836872556728
2010-01-05,0.8030210570482644
2010-01-06,0.6773794590275616
2010-01-07,0.575032141785928
2010-01-08,0.6530015249418941
2010-01-12,0.5641193723301308
2010-01-13,0.587314045806871
2010-01-14,0.4892519713134987
2010-01-15,0.48257213370138713
2010-01-18,0.6502292576002796
2010-01-19,0.4755040155664099
2010-01-20,0.618537100840761
2010-01-21,0.574865590980395
