,model
2009-05-01,1.8922521140967228
2009-05-07,2.5511845326213405
2009-05-08,1.979274364833203
2009-05-11,1.8026780897088996
2009-05-12,1.7446762489278744
2009-05-13,1.7807644958638444
2009-05-14,1.5832539992822552
2009-05-15,1.745127463151114
2009-05-18,1.5352752330688773
2009-05-19,1.858088934371822
2009-05-20,2.0903080650535575
2009-05-21,1.9071755770213983
2009-05-22,1.6182578253443127
2009-05-25,1.7177285020649193
2009-05-26,1.6984804875045445
2009-05-27,1.4666495289614563
2009-05-28,1.4858185732715639
2009-05-29,1.6134975136081318
2009-06-01,1.5570396953046404
2009-06-02,1.2648413655772595
2009-06-03,1.5592536114345463
2009-06-04,1.3290713565268197
2009-06-05,1.271389553207
2009-06-08,1.0975611350495504
2009-06-09,1.0970333676104103
2009-06-10,1.035490105466456
2009-06-11,1.0337610392925647
2009-06-12,0.9547164919863422
2009-06-15,0.8510418845246264
2009-06-16,0.6360176872978138
2009-06-17,0.8168064457683837
2009-06-18,0.783849933518342
2009-06-19,0.757477361216498
2009-06-22,0.7915417543444572
2009-06-23,0.8841462779199538
2009-06-24,0.8672353735198238
2009-06-25,1.1293296920408262
2009-06-26,1.008844285357849
2009-06-29,1.038816909703604
2009-06-30,0.7669607101647533
2009-07-01,1.3930283453833308
2009-07-02,1.4205229947457512
2009-07-03,1.362002994499607
2009-07-06,1.0997377359417329
2009-07-07,1.0078913605407256
2009-07-08,0.8160859112725075
2009-07-09,1.2982946846547394
2009-07-10,1.375520515798287
2009-07-13,1.2795237384794
2009-07-14,1.5355074606165011
2009-07-15,1.7550101315689266
2009-07-16,2.3539148200763895
2009-07-17,1.627033533940124
2009-07-21,1.9612714730476801
2009-07-22,1.565130343389025
2009-07-23,1.4402513887735862
2009-07-24,1.0035678281088178
2009-07-27,1.3295285595988309
2009-07-28,1.2210705826617014
2009-07-29,1.1437884584320477
2009-07-30,1.0012281503368683
2009-07-31,0.764984269663121
2009-08-03,0.7613434000456873
2009-08-04,1.0537981492636903
2009-08-05,0.9787688489032631
2009-08-06,0.86950541765207
2009-08-07,0.7331497181292291
2009-08-10,0.7002657104904508
2009-08-11,0.8244236175481303
2009-08-12,1.0527621817703643
2009-08-13,0.9079434098738668
2009-08-14,0.9158729876458245
2009-08-17,0.513671593399663
2009-08-18,0.5504493527131924
2009-08-19,0.7193950524703188
2009-08-20,0.6211154984535457
2009-08-21,0.6971649786993379
2009-08-24,0.5952344591107327
2009-08-25,0.953957393351909
2009-08-26,0.9708181767505878
2009-08-27,0.952175228290839
2009-08-28,1.0240642194813587
2009-08-31,0.6343747169882537
2009-09-01,0.8338020442748609
2009-09-02,1.4510970791079627
2009-09-03,1.1970843328562548
2009-09-04,1.2558561983893877
2009-09-07,0.98826349219259
2009-09-08,1.0491456764215534
2009-09-09,0.6506609437516488
2009-09-10,0.5756111161781668
2009-09-11,0.6654798590547026
2009-09-14,0.6053275384299477
2009-09-15,0.6463798136993826
2009-09-16,0.624684144153077
2009-09-17,0.653876511361791
2009-09-18,0.7783059771608853
2009-09-24,0.7942244979478006
2009-09-25,0.8210441018974146
2009-09-28,1.511514128833255
2009-09-29,1.5057889676568752
2009-09-30,1.052676029332872
2009-10-01,0.9629223620297026
2009-10-02,1.1219979973373406
2009-10-05,0.9764879111832793
2009-10-06,0.9156396691045426
2009-10-07,0.884198157930472
2009-10-08,0.8615314092071761
2009-10-09,0.6846213765179341
2009-10-13,0.7084909008150668
2009-10-14,0.6836638856660873
2009-10-15,0.7796643415889335
2009-10-16,0.7908849183656796
2009-10-19,0.7927355543336312
2009-10-20,0.8245049297862128
2009-10-21,0.799241241900983
2009-10-22,0.7500590301315376
2009-10-23,0.7462130502487972
2009-10-26,0.7415727424782391
2009-10-27,0.7398438426887823
2009-10-28,0.6941093030948403
2009-10-29,0.7890195484394693
2009-10-30,1.3814346989120776
2009-11-02,1.4669416552082921
2009-11-04,1.4097742238805384
2009-11-05,0.7755225975467259
2009-11-06,0.772593684077139
2009-11-09,0.7276922678002267
2009-11-10,0.7752713663796582
2009-11-11,0.6141617201459416
2009-11-12,0.7553196398784561
2009-11-13,0.46034614201031393
2009-11-16,0.6894097039364961
2009-11-17,0.6353341824797064
2009-11-18,0.6649672016628131
2009-11-19,0.7085150202858697
2009-11-20,0.8580118067541254
2009-11-24,0.7960493578222476
2009-11-25,0.6981074047304374
2009-11-26,0.8113787609146013
2009-11-27,1.3953580813371893
2009-11-30,1.5051954091625934
2009-12-01,1.5637723643001058
2009-12-02,1.5541151712080525
2009-12-03,1.5574224132132177
2009-12-04,0.966301116460959
2009-12-07,1.5554050313148582
2009-12-08,1.0165523261106233
2009-12-09,1.0453550722573992
2009-12-10,0.9338601005999402
2009-12-11,1.1191736146750626
2009-12-14,0.5613999048380613
2009-12-15,0.9215923873464912
2009-12-16,1.2278332756522932
2009-12-17,0.967783532975865
2009-12-18,1.0101609839720957
2009-12-21,0.8625904812892575
2009-12-22,0.8203444807629213
2009-12-24,0.6748405101723601
2009-12-25,0.5856465450585607
2009-12-28,0.4988446465293427
2009-12-29,0.47405431063889414
2009-12-30,0.52203978189606
2010-01-04,0.4723089579703227
2010-01-05,0.8763198618272389
2010-01-06,0.8740237793535579
2010-01-07,0.5832191512514188
2010-01-08,0.6550072126476222
2010-01-12,0.5704673784247264
2010-01-13,0.7857652896181833
2010-01-14,0.49329215993452474
2010-01-15,0.48773555889928566
2010-01-18,0.6527716244499482
2010-01-19,0.4760812386307955
2010-01-20,1.0024416383239116
2010-01-21,0.5822226334697226
2010-01-22,1.3108485751265677
2010-01-25,1.213948168443932
2010-01-26,1.516675191616455
2010-01-27,0.789018211699378
2010-01-28,0.8023820603334202
2010-01-29,0.880126403383056
2010-02-01,0.7742428730634131
2010-02-02,1.0068773272097276
2010-02-03,0.7700349496572914
2010-02-04,0.650400866951818
2010-02-05,1.5306154365437634
