,0
2010-03-29,0.0029224941771160266
2010-03-30,0.00013304626530603674
2010-03-31,0.006427130609533609
2010-04-01,1.8365746945701835e-05
2010-04-02,1.4786327092984134e-05
2010-04-05,2.9963256222753407e-05
2010-04-06,0.0003708282970847179
2010-04-07,0.00525137997512071
2010-04-08,8.754302932683707e-06
2010-04-09,0.00011150044264587231
2010-04-12,9.797089519256524e-05
2010-04-13,0.00014444447408908814
2010-04-14,0.00043807883787547495
2010-04-15,0.008922135337448884
2010-04-16,0.0007986054787266618
2010-04-19,0.00014364364085607255
2010-04-20,0.0002603584791193039
2010-04-21,5.94718362361298e-05
2010-04-22,8.36067584164627e-06
2010-04-23,1.5175343321077754e-05
2010-04-26,3.786046534896043e-05
2010-04-27,0.007391838460388127
2010-04-28,3.0113696967569637e-05
2010-04-30,0.00011373401965604629
2010-05-06,0.00010531582227954726
2010-05-07,9.067134491770005e-13
2010-05-10,0.07095160087009306
2010-05-11,0.03919451093965026
2010-05-12,0.0003978692624793645
2010-05-13,0.038389977110635506
2010-05-14,0.00011544951650489646
2010-05-17,0.051328258622531465
2010-05-18,0.009998896425947958
2010-05-19,4.818115040217851e-05
2010-05-20,0.13864751399410336
2010-05-21,2.518513487784837e-05
2010-05-24,0.00905298808294366
2010-05-25,0.20209909714320107
2010-05-26,5.936433984035235e-05
2010-05-27,0.11114603565918094
2010-05-28,0.018914340514168904
2010-05-31,0.011806006833738818
2010-06-01,0.00032392661858579385
2010-06-02,0.0002971423319939353
2010-06-03,0.021199661275924882
2010-06-04,0.026605056228703128
2010-06-07,0.009139698292037717
2010-06-08,0.023136202429442698
2010-06-09,0.02622615147024964
2010-06-10,2.1734053329653528e-05
2010-06-11,6.454255305938484e-07
2010-06-14,0.0002341251260269576
2010-06-15,1.0857614724348164e-05
2010-06-16,0.0019824623168062626
2010-06-17,6.653673932204883e-06
2010-06-18,4.706683045561522e-05
2010-06-21,0.00020505360457100913
2010-06-22,7.740238820341684e-05
2010-06-23,0.0026344823661795464
2010-06-24,2.848029914338224e-06
2010-06-25,0.01374860228579541
2010-06-28,2.9355525381633136e-05
2010-06-29,0.00020917054291171323
2010-06-30,0.0012156322438710864
2010-07-01,0.0003141690056229198
2010-07-02,2.7940854061658455e-06
2010-07-05,0.015344840636411776
2010-07-06,6.11975391915053e-05
2010-07-07,0.039992628029601546
2010-07-08,0.045735622841028875
2010-07-09,0.0054883066504613715
2010-07-12,0.16528382045023077
2010-07-13,3.365952293256976e-05
2010-07-14,0.002687356784034221
2010-07-15,3.7228522319682802e-06
2010-07-16,0.0006206627215124717
2010-07-20,0.0008654513522608067
2010-07-21,0.0003417107351507703
2010-07-22,3.3570157833836724e-05
2010-07-23,2.00098023837697e-05
2010-07-26,0.0004647524360701918
2010-07-27,0.0900361053823829
2010-07-28,0.0005912350479908642
2010-07-29,0.0001137619372009372
2010-07-30,5.2863884479839836e-08
2010-08-02,0.0042902161238498
2010-08-03,0.0007886454258118839
2010-08-04,0.0021702481029565045
2010-08-05,2.4398398586885865e-07
2010-08-06,0.0019043531461460461
2010-08-09,0.0003242644678311599
2010-08-10,0.0004494642209013246
2010-08-11,8.908880676116747e-05
2010-08-12,0.0013901759303076874
2010-08-13,0.004798562865787275
2010-08-16,2.4756101995550015e-05
2010-08-17,4.273705002679948e-05
2010-08-18,0.01729796976564784
2010-08-19,0.0012649525238861438
2010-08-20,0.012238083450272514
2010-08-23,0.0004318958945273532
2010-08-24,2.6806376414247937e-06
2010-08-25,0.00040250094143075613
2010-08-26,0.000699474733190927
2010-08-27,9.516631183572368e-05
2010-08-30,1.6605701874507883e-05
2010-08-31,7.50107351541547e-06
2010-09-01,0.00031570316148858604
2010-09-02,6.488561165342191e-06
2010-09-03,1.1978675300907149e-08
2010-09-06,0.0014919585645817917
2010-09-07,0.006081403077246256
2010-09-08,8.29970394414258e-05
2010-09-09,4.356866785100945e-07
2010-09-10,0.0021826285993354934
2010-09-13,0.0009136292090917385
2010-09-14,0.0033351153429962855
2010-09-15,0.0025254891584504434
2010-09-16,0.4067559361203228
2010-09-17,0.0004122162661964057
2010-09-21,0.005195541277959589
2010-09-22,0.0010157511369047719
2010-09-24,0.0007025395643865934
2010-09-27,0.3026051808610435
2010-09-28,0.006788480219481556
2010-09-29,0.00037991297597389213
2010-09-30,0.0023529559936371048
2010-10-01,0.0022396466347315643
2010-10-04,0.0010479278171338696
2010-10-05,0.0028345982364608694
2010-10-06,0.004756765291893224
2010-10-07,0.00012500515778907163
2010-10-08,0.15313352322656978
2010-10-12,0.02014176678254742
2010-10-13,3.162412078721621e-05
2010-10-14,0.00016321642683641966
2010-10-15,0.0002218170129871781
2010-10-18,0.00011122816089613535
2010-10-19,0.00021797212041088063
2010-10-20,0.001323254564776154
2010-10-21,0.0006871779100984196
2010-10-22,4.324142840405832e-05
2010-10-25,0.00011897423025556623
2010-10-26,0.003081113772286424
2010-10-27,0.0011279744880634567
2010-10-28,0.024061062347581784
2010-10-29,0.010923395702305471
2010-11-01,0.004057750002005727
2010-11-02,6.0477678722674746e-05
2010-11-04,0.00021110991685824903
2010-11-05,0.002091470072192153
2010-11-08,1.8362071606006692e-06
2010-11-09,0.0015060279758243864
2010-11-10,0.001526618226739975
2010-11-11,0.00212811109000084
2010-11-12,0.0007448885886036029
2010-11-15,0.006263941756728269
2010-11-16,0.0008588634291631624
2010-11-17,3.886085573002478e-06
2010-11-18,0.020353388803681663
2010-11-19,0.00043352741579204854
2010-11-22,0.0008009933302455402
2010-11-24,0.00021163855026671462
2010-11-25,0.05395849767833502
2010-11-26,4.285284000671465e-05
2010-11-29,2.8666465068640025e-05
2010-11-30,0.002810388244404266
2010-12-01,0.002335640982747378
2010-12-02,3.082138079847406e-05
2010-12-03,0.00015960861509848982
2010-12-06,0.015909500351469867
2010-12-07,0.04188286498306777
2010-12-08,0.000919373403021206
2010-12-09,0.005940969223033304
2010-12-10,0.0036641667425437578
2010-12-13,0.016989799620206972
2010-12-14,0.0001599210690260192
2010-12-15,0.0043167093253895245
2010-12-16,0.005790104326996374
2010-12-17,0.0227471515408869
2010-12-20,0.0012469621697680977
2010-12-21,0.0008798494528081053
2010-12-22,0.0035861342451289314
2010-12-24,0.0024211108979564524
2010-12-27,0.002596957764738632
2010-12-28,0.000407674745336832
2010-12-29,0.03160793178068305
2010-12-30,0.0027291526657419163
